Codigo,Descripción,Agente,Porcentaje_Propiedad,Tipo_Unidad,Zona/Frontera,Tecnología
RMU1,RIO MUERTO ,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
ROFVD01,ROFEICA ENERGIA VENTA,"ROFEICA ENERGIA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
ROFVD02,ROFVD02,"ROFEICA ENERGIA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
RPTRTAR,REPSOL PETRÓLEO TARRAGONA,REPSOL PETRÓLEO,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
RSEVD01,VENTAS FV MAYOR 1 MW,"RESPIRA ENERGIA ESPAÑA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
RSEVD02,VENTAS FV MENORES 1 MW,"RESPIRA ENERGIA ESPAÑA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
RSEVD03,VENTAS HIDRAULICA MENOR 1 MW,"RESPIRA ENERGIA ESPAÑA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
RSEVD04,VENTAS EOLICA MENORES 1 MW,"RESPIRA ENERGIA ESPAÑA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
RSPVD01,VENTAS TECNOLOGIA HIDRAULICA,"RESPIRA ENERGIA MEDITERRANIA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
RSPVD02,VENTES SOLAR FOTOVOLTAICA,"RESPIRA ENERGIA MEDITERRANIA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
RSPVD03,VENTAS FOTOVOLTAICAS > 1MW,"RESPIRA ENERGIA MEDITERRANIA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
RSPVD05,HIDRO > 1MW,"RESPIRA ENERGIA MEDITERRANIA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
RSPVD06,VENTA TERMICA-BIOGAS MENOR 1MW,"RESPIRA ENERGIA MEDITERRANIA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
RZABAL,VALORIZACION DE RESIDUOS DT-1,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SAGU1,C.C. SAGUNTO 1,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
SAGU2,C.C. SAGUNTO 2,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
SAGU3,C.C. SAGUNTO 3,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
SAMPVD1,SAMPOL TARIFA,SAMPOL INGENIERIA Y OBRAS,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SAMPVD2,SAMPOL TARIFA 2,SAMPOL INGENIERIA Y OBRAS,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SAN1,SANGUESA,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
SBEU,UGH. SIL-BIBEY-EUME,"ENDESA GENERACIÓN, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
SBO3,C.C. SABÓN 3,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
SECRE01,UNIDAD LUO JI,SECOND FOUNDATION ENERGY AS,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SECRE02,SHIQIA,SECOND FOUNDATION ENERGY AS,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SECRE04,UOF MASCARO,SECOND FOUNDATION ENERGY AS,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SEDAVD1,SEDAE RE 1,"SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SEDVD02,GEGSAI,"SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SEDVD03,GEGSAII,"SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SEDVD04,LUBRISU,"SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SEDVD05,SEDAE RE1,"SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SEDVD06,SEDVD06,"SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
SEDVD07,SEDVD07,"SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SESVD02,HIDRAULICA,SHELL ESPAÑA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
SESVD03,UNIDAD DE OFERTA EOLICA,SHELL ESPAÑA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
SESVD04,UNIDAD DE OFERTA BIOGAS ORGANO,SHELL ESPAÑA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
SESVD05,UNIDAD DE OFERTA BIOGAS CARTAG,SHELL ESPAÑA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
SESVD07,UNIDAD OFERTA FOTOVOLTAICA,SHELL ESPAÑA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SESVD13,UNIDAD FOTOVOLTAICA 4,SHELL ESPAÑA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SESVD18,BIOGAS ,SHELL ESPAÑA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
SEVARES,PLANTA CONGENERACION SEVARES,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SFA1,SAN FAUSTO 1,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
SFA2,SAN FAUSTO 2 ,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
SHEVD01,UNIDAD FOTOVOLTAICA 1,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD02,UNIDAD FOTOVOLTAICA 2,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD03,UNIDAD FOTOVOLTAICA 3,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD04,UNIDAD FOTOVOLTAICA 4,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD05,UNIDAD FOTOVOLTAICA 5,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD06,UNIDAD FOTOVOLTAICA 6,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD07,UNIDAD DE OFERTA FOTOVOLTAICA,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD08,UNIDAD DE OFERTA FOTOVOLTAICA,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD09,FV PUERTOLLANO,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD10,FV EL VILLAR,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD11,UNIDAD DE OFERTA DE MERIDA,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD12,FV FREYA,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD13,FV DON RODRIGO III,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD14,FV DON RODRIGO IV,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD15,FV DON RODRIGO V,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD16,FV BIANOR,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD17,FUENTE1,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD18,FUENTE2,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD19,FUENTE3,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD20,FUENTE4,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD21,HINOJOSAS,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD22,UO THERMISTO (TRILLO 1),SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD23,TELESTO7 (TRILLO2),SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD24,UO TETHYS (TRILLO 3),SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD25,UO RHEA (TRILLO 4),SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD26,TELESTO (TRILLO5),SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD27,BIANOR SPV,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD28,FV CANADA ALTA,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SIL,UGH. SIL,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
SIMPVD1,VENTA DE ENERGÍA,SIMPLES ENERGIA DE ESPAÑA SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SIMPV02,VENDA DE ENERGIA PT,SIMPLES ENERGIA DE ESPAÑA SL,100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
SLTG,UGH. ESTANG. SALLENTE TURB.,"ENDESA GENERACIÓN, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica de Bombeo Puro
SNICOG,SNIACE COGENERACION,ENERGY BY COGEN,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SNTEVD1,UOF PARA UP TTECQU,TEC 94,100.0,GENERACION,ZONA ESPAÑOLA,Agente vendedor Reg. Especial
SOERE01,VILLA DE CATRAL,SECOND FOUNDATION ENERGY AS,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SOERE05,CZ-20BHITOS,SECOND FOUNDATION ENERGY AS,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SOL2,EL SOLVENTE 2 ,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
SOMRE02,REP.REG. ESP. FOTOVOLTAICA,SOM RENOVABLES SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SOMRE03,REP. REG. ESP. HIDRAULICA,SOM RENOVABLES SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
SOMRE04,FV MAYOR DE 1MW,SOM RENOVABLES SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SOMRE05,SOMEN REPR FV P,SOM ENERGIA SCCL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SRI3,C.T. SOTO 3,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,Hulla Antracita
SRI4R,C.C. SOTO 4,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
SRI5R,CC SOTO RIBERA 5 REPR,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
SROQ1,C.C. SAN ROQUE 1,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
SROQ2,C.C. SAN ROQUE 2,"ENDESA GENERACIÓN, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
STC4,C.C. SANTURCE 4,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
STVRE03,VADOMOJON,STIN S.A.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
TAJO,UGH. TAJO,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
TAMEGA,TAMEGA,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA PORTUGUESA,Hidráulica Generación
TAPOWER,C.C. TARRAGONA POWER,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
TEES,UGH. TERA-ESLA,"ENDESA GENERACIÓN, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
TEMON,SISTEMA TEJO-MONDEGO,EDP GEM PORTUGAL S.A.,100.0,GENERACION,ZONA PORTUGUESA,Hidráulica Generación
TERE,UGH. TER,"ENDESA GENERACIÓN, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
TERRE01,TERSA FOT.,TERSA - TRACTAMENT I SELECCIÓ DE RESIDUS,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
TERRE02,TERSA RESIDUOS SÓLIDOS URBANOS,TERSA - TRACTAMENT I SELECCIÓ DE RESIDUS,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
TERRE03,TERSA BIOGAS,TERSA - TRACTAMENT I SELECCIÓ DE RESIDUS,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
TIPMEGA,TIPMEGA,TIPMEGA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
TJEG,C.H. TAJO ENCANTADA GENERACION,"ENDESA GENERACIÓN, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica de Bombeo Puro
TOTRE01,REPRESENTACIÓN FV GG1,TOTALENERGIES GAS AND POWER LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
TOTRE02,REPRESENTACION PFV LA ISLA,TOTALENERGIES GAS AND POWER LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
TOTRE03,REPRESENTACION EOLICA WI1014,TOTALENERGIES GAS AND POWER LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
TRARE01,VENTABIOGAS,TRADEBE GESTION ESPAÑA SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
TRL1,C.N. TRILLO,"ENDESA GENERACIÓN, S.A.",1.0,GENERACION,ZONA ESPAÑOLA,Nuclear
TRL1,C.N. TRILLO,"IBERENERGIA,S.A.",15.5,GENERACION,ZONA ESPAÑOLA,Nuclear
TRL1,C.N. TRILLO,IBERDROLA ENERGÍA ESPAÑA S..A.,49.0,GENERACION,ZONA ESPAÑOLA,Nuclear
TRL1,C.N. TRILLO,GAS NATURAL COMERCIALIZADORA,34.5,GENERACION,ZONA ESPAÑOLA,Nuclear
TSRDV02,TSRDV02,TRAILSTONE RENEWABLES GMBH,100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
TSRRE01,GESTION DE INFRAESTRUCTURAS,TRAILSTONE RENEWABLES GMBH,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
UFBG,C.H. BOLARQUE GENERACION,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica de Bombeo Puro
UFGC,UGH. UF-GALICIA COSTA,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
UFMI,UGH. UF-MIÑO,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
UFTA,UGH. UF-TAJO,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
ULEA,ULEA,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
UPPTCHA,UPPTCHA,HIDROELÉCTRICA LUMYMEY,100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
UPPTDIS,UPPTDIS,HIDROELÉCTRICA LUMYMEY,100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
VAN2,C.N. VANDELLOS II,"ENDESA GENERACIÓN, S.A.",72.0,GENERACION,ZONA ESPAÑOLA,Nuclear
VAN2,C.N. VANDELLOS II,IBERDROLA ENERGÍA ESPAÑA S..A.,28.0,GENERACION,ZONA ESPAÑOLA,Nuclear
VGERE05,EMORELL,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
VGERE07,TCELTEX,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
VGERE08,HNSMER,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
VGERE12,VGERE12,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
VGERE13,VGERE13,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
VGERE17,VGERE17,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
VGERE18,VGERE18,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
VGERE33,VGERE33,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
VGERE34,VGERE34,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
VGERE35,VGERE35,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
VGERE39,VGERE39,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
VGERE42,LA SERNA,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
VGERE43,KAPPAG,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
VGERE44,SIGMA,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
VGERE45,POLUX,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
VGERE46,GALLEGO,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
VGERE47,EARTIG,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
VGERE48,VGERE48,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
VGERE49,VGERE49,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
VGERE50,EL TOMILLAR,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
VGERE51,VGERE51,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
VIERE01,SOLMATCH,REPSOL COMERCIALIZADORA DE ELECTRICIDAD Y GAS SLU,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
VIES,UGH. VIESGO,"REPSOL SERVICIOS RENOVABLES, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
VIRRE01,REPRESENTACION FOTOVOLTAICA,SOCIEDAD ARAGONESA DE COMERCIALIZACIÓN DE ENERGÍA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
VIRRE02,REPRESENTACION FOTOVOLTAICA 2,SOCIEDAD ARAGONESA DE COMERCIALIZACIÓN DE ENERGÍA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
VTERE01,REPRESENTACION FV,VITA ENERGY CONSULTING SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WATRE02,WATIUM FOTOVOLTAICA 01,WATIUM SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WATRE03,WATIUM FOTOVOLTAICA 13 ROELES,WATIUM SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WATRE04,WATIUM FV BEAVIER PHOTO POWER,WATIUM SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WATRE05,WATIUM FOTOVOLTAICA AGUASAL,WATIUM SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WATRE06,WATIUM FV PÍO CÁMARA BURGOS,WATIUM SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WATRE07,WATIUM FV RODERO ENERGÍA,WATIUM SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WATRE08,WATIUM FV LA CISTÉRNIGA I,WATIUM SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WATRE09,WATIUM FV LASTORRES DE COTILLA,WATIUM SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WATRE10,WATIUM FV LANCASTER ALCAZARESI,WATIUM SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WATRE11,WATIUM FV CARDIFF ALCAZARES II,WATIUM SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WATRE12,PIO CAMARA EL VISO,WATIUM SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WATRE13,BARCO DE LOS FRAILES I,WATIUM SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WATRE14,WATIUM FV VILLAHERMOSA,WATIUM SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WATRE15,FV BURRIANA 2,WATIUM SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WATRE16,FV LA MOCHA,WATIUM SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WATRE17,WATIUM FV 13 ROELES NORTE,WATIUM SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WINRE01,WIND PLANT,FALCK NEXT ENERGY SRL SPAIN SUCURSAL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
WMARVD1,VENTA EXCED AUTOPROD WMARK VD1,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
WMCHVNR,W2M REGIMEN ORDINARIO CHAVIN,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
WMEBRO,W2M REGIMER ORDINARIO EBRO,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
WMGRDZR,W2M REGIMEN ORDINARIO GERDIZ,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
WMJUCA,W2M REGIMEN ORDINARIO JUCAR,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
WMPGOMR,WM REGIMEN ORDINARIO PIAGO MAR,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
WMTRCDR,WM REGIMEN ORDINARIO TRONCEDA,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
WMTRC2R,WM REGIMEN ORDINARIO TRONCEDA2,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
WMVD007,VENTA EXCED AUTOPROD WMARK 007,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
