Codigo,Descripción,Agente,Porcentaje_Propiedad,Tipo_Unidad,Zona/Frontera,Tecnología
ECSCCA1,CALLO COMPRA ENERGIA,"ELECTRICA DE CALLOSA DE SEGURA, CV",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
EDFSC01,EDFAS COMPRA,"COOP.VCIANA.E.D.F.A. SERRALLO, S.COOP.V.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EDFTCP3,EDF TRADING DERECHOS COM (FR),EDF TRADING LIMITED,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Comercializador no residente
EDFTC01,INTRADAY CONTINU AND AUCTION,EDF TRADING LIMITED,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EDFTVP3,EDF TRADING DERECHOS VEN (FR),EDF TRADING LIMITED,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Import. de agentes externos
EDPCC01,UNIDAD DE COMPRA,"EDP CLIENTES, S.A.U.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EDPCR01,UO COMPRA SRAD,"EDP CLIENTES, S.A.U.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compra Comercializador Balance
EDPC2,EDP COMERCIAL COMPRA (PORT),EDP COMERCIAL COMERCIALIZACAO DE ENERGIA SA,100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador
EEEC01,UOF 3E,ENERGIA ELECTRICA EFICIENTE S.L.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EENC01,ELECTRA ENERGIA COMPRA (ESP),ELECTRA ENERGÍA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EFGC01,FACTOR ENERGÍA COMPRA (ESP),"FACTOR ENERGIA, S.A.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EFIDC01,COMERCIALIZADORA,EFIDUERO ENERGY SCEL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EGAZC01,EGAZC01,ENERGAZE SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EGCMC01,ENDESA GENERAC. COMPRA (ESP),"ENDESA GENERACIÓN, S.A. (ACT: COMERCIALIZACIÓN)",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EGEDCP3,COMPRA CON DERECHOS FRANCIA,ACCIONA GREEN ENERGY DEVELOPMENTS (ACT. COMERCI,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Comercializador
EGEDC01,AC. GREEN ENER DEVEL COMP(ESP),ACCIONA GREEN ENERGY DEVELOPMENTS,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EGEDR01,SERVICIO RESPUESTA ACT DEMANDA,ACCIONA GREEN ENERGY DEVELOPMENTS,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compra Comercializador Balance
EGEDVP3,VENTA CON DERECHOS FRANCIA,ACCIONA GREEN ENERGY DEVELOPMENTS (ACT. COMERCI,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Import. de comercializadoras
EGENC01,EGENC01,ELECTRICA DE GUIXES ENERGIA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EGLECP3,EGLE COMPR DER FRANCIA,"AXPO IBERIA, S.L.",100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Comercializador
EGLEC01,EGL ESPAÑA COMPRA (ESP),"AXPO IBERIA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EGLEC2,EGLE COMERCIAL COMPRA (PORT),"AXPO IBERIA, S.L.",100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador
EGLEVP3,EGLE VENTA DER FRANCIA,"AXPO IBERIA, S.L.",100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Import. de comercializadoras
EGLRM01,UOF REPRESENTACIÓN COMERCIALIZ,"AXPO IBERIA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
EHILC01,HELIC COMERCIALIZADOR ESP,"HELIA, COOP. V.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EINTC01,ENERGY INTERSOL 15,ENERGY INTERSOL 15 SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EKHIC01,"EKHINEO ENERGÍA, S.L.","EKHINEO ENERGÍA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EKORC01,ENERKORE COMPRA,ENERKORE S. COOP.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ELAVC01,ELAVE COMPRA,"ELECTRA AVELLANA COMERCIAL, S.L",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ELBEC01,ELBEN_COMPRAS,ELECTRICA BENASQUE S.L.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ELCAC01,ELECTRA CALDENSE COMPRA (ESP),ELECTRA CALDENSE ENERGIA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ELEIC01,ELEIC01,"ELECTRICIDAD ELEIA, S.L.U.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ELERC02,COMERCIALIZADORA,ELERGONE ENERGIA SA,100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador
ELESC01,ELESU COMERCIALIZADOR ESP,COMERCIALIZADORA ELECTRICA SUDANELL S.L.U.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ELITC01,ELITE BIOENERGIA,ELITE BIOENERGIA S.L.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ELMOC01,ELMON COMERCIALIZADORA ESP,COM. ELECTRICA DE MONTOLIU DE LLEIDA S.L.U,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ELPOC01,ELPOC01,"ELECTRICA POPULAR, S.COOP.MAD",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ELTEC01,ELTEC01,ELECTED ENERGY SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ELUZC01,"E-LUZ ENERGY SOLUTIONS, S.L.","E-LUZ ENERGY SOLUTIONS, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ELVAC01,ELEVA UNO COMPRA,"ELEVA UNO COMERCIALIZADORA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ELV2C01,ELEVA 2 COMPRA,"ELEVA 2 COMERCIALIZADORA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EMELC01,EMELC01,ELÉCTRICA DE MELIANA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EMIAC01,COMERCIALIZACION,ENERMIA COMERCIALIZADORA ELECTRICA SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EMOTC01,EMOTION COMPRA,"EMOTION SMART MOBILITY, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENARC01,ENARA COMERCIALIZADORA,"ENARA GESTIÓN Y MEDIACIÓN, SL",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
ENARM20,UFO 20,"ENARA GESTIÓN Y MEDIACIÓN, SL",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
ENCECP3,ENCECP3,MAGNON GREEN ENERGY SL,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Comercializador no residente
ENCEVP3,ENCEVP3,MAGNON GREEN ENERGY SL,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Import. de agentes externos
ENCIC01,ENCIENDETENERGIA SL,"ENCIENDETENERGIA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENDCC04,EXP ANDORRA,ENDESA ENERGÍA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
ENDEC01,ESCARRILLA,ENERGIAS DE ESCARRILLA SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENDEC2,ENDESA COMERCIAL. COMPRA (PORT,ENDESA ENERGÍA,100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador
ENDER01,ENDESA RESPUESTA ACTIVA DEMAND,ENDESA ENERGÍA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compra Comercializador Balance
ENDE01,ENDESA ENERGIA (ESP),ENDESA ENERGÍA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENDGCP3,ENDG DERECHOS COMPRA(FRAN),"ENDESA GENERACIÓN, S.A.",100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Comercializador no residente
ENDGVP3,ENDG DERECHOS VENTA(FRAN),"ENDESA GENERACIÓN, S.A.",100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Import. de comercializadoras
ENDIC01,UP1,ENDI ENERGY TRADING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENDKC01,COMPRA COMERCIALIZADORA,ENERGETICA HOTELERA S.L.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENDPC01,PANTICOSA,ENERGIAS DE PANTICOSA COMERCIALIZADORA SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENDPC2,ENDESA E. SUC. PORT. COMPRA,"ENDESA ENERGIA, SUCURSAL EN PORTUGAL",100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Compras Comercialización
ENDRM01,REPRESENTANTE DE EPRESA,ENDESA ENERGÍA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
ENEAC01,ENEAC01,"ENERCO SOLUTION, S.L",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENEC01,UP PENINSULAR,ENERGÍA ÚNICA SOLUCIONES INTEGRALES SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENEDC01,ENERGIAREA EUROPE SL,ENERGIAREA EUROPE SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENEPC01,18W000000000Q1SU,"ENERGY PLUS IBERIA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENETC01,UNIDAD OFERTA ENERTIA,"ENERTIA GROUP, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENEXC01,ENEXC01,ENEX SOCIAL ENERGY SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENFOC02,ENFORCESCO COMERCIALIZADORA,ENFORCESCO SA,100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Compras Comercialización
ENGLC01,ENGEL COMERCIALIZADORA,ENGEL COMERCIALIZADORA SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENGNC02,COMERCIALIZAÇAO,"CAPWATT RETAIL ELECTRICIDADE PT, S.A.",100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador
ENMEC01,COMPRA EDM,COMERCIALIZADORA DE ELECTRICIDAD Y GAS DEL MEDITER,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENONC01,"ENERGY ON BY KASUMI, SL","ENERGY ON BY KASUMI, SL",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENPEC01,ENERPLUS ENERGIA,"ENERPLUS ENERGIA, S.A.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENPRM01,ENPRM01,"ENERPLUS ENERGIA, S.A.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
ENSAC01,COMPRAS ENERGYSAVE,ENERGYSAVE PROJECTS S.L.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENUFC01,18X00000000037UC,ENERGIA NUFRI SLU,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENVEC01,ENVEC01,ENERVER ENERGIA SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ENZIC01,ENEAC COMERCIALIZADOR ESP,ENERGIAS DEL ZINQUETA COMERCIALIZADORA SLU,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EOP2C01,COMPRA ENERGIA MERCADO DIARIO,ENERGIA OPERATIVA S.L.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EPACC01,EPAC COMERCIALIZADORA,"EPAC SOLUCIONES ENERGETICAS, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ERENC01,ENDESA ENERGIA RENOVABLE,"ENDESA ENERGIA RENOVABLE, S.L.U.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ERLEC01,UNIDAD OFERTA ENERLEK,ENERLEK POWER COMPANY SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EROUCP3,UNIDAD DE OFERTA COMPRA FRANCE,ELECTROROUTE ENERGY TRADING LIMITED,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Comercializador
EROUVP3,UNIDAD DE OFERTA DE VENTA FRAN,ELECTROROUTE ENERGY TRADING LIMITED,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Import. de comercializadoras
ERPCC01,UNIDAD COMPRA ENERGETICA,"ENERGIES RENOVABLES PÚBLIQUES DE CATALUNYA, S.A.U.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ERUNC02,COMPRA DE ENERGIA,"ENERGIA UNIDA, S.A.",100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador
ESAVC01,UNIDAD COMPRA ESAVEN,ESAVEN RE9 S.L,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ESERC01,ELEC. SEROSENSE COMPRA (ESP),ELÉCTRICA SEROSENSE,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ESHIC01,UNIDAD COMPRA EVERSHINING,"EVERSHINING ENERGY, SOCIEDAD LIMITADA",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ESMIC01,BARPER FRANCHISING SL,"E.MILUZ SIE, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ESTEC01,COMPRA ELTE,ELTE SOFTWARE SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ETNEC01,ETNEC01,ETER ENERGIA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ETSOC01,INICIAL,ENERGY TRADER SOLUTION SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EURCC01,EURCO_COMPRAS,SUMINISTROS DE GAS Y LUZ EUROPA S.L.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EVIVC01,18W0000000000UV4,ENERGIA VIVA SPAIN SL.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EVMER01,UOF SRAD,"ENERGYA VM GESTION DE ENERGIA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compra Comercializador Balance
EYCEC01,18W0000000005XMU,ENERGIA Y COMER EMPRESARIAL SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EYPC01,ESTABANELL PAHISA COMPRA (ESP),"ESTABANELL IMPULSA, S.A.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
EZURC02,UNIDADE DE COMPRA,"EZU ENERGIA, LDA",100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador
FECC01,FECII COMPRA,FLUID ELECTRIC CAMPRODON II SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
FEDAC04,FEDA UNIDAD OFERTA,FEDA,100.0,COMERCIALIZADOR,FRONTERA ANDORRA,Comercializador
FEMCC01,FEMCV COMPRA,"FLUIDO ELECTRICO MUSEROS, S.COOP.V.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
FENC01,FENIE,FENIE ENERGIA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
FORTC01,FORTIA COMPRA (ESP),"FORTIA ENERGIA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
FORTIC2,FORTIA COMPRA (PORT),"FORTIA ENERGIA, S.L.",100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Compras Comercialización
FORTR01,FORTIA SRAD,"FORTIA ENERGIA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compra Comercializador Balance
FOXC01,UNIDAD FOX PENINSULA,"FOX ENERGIA, S.A.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
FRANC01,18W000000000Q1QY,"FRANK ENERGIA IBERIA, S.L",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
FTULC01,FORTULUZ COMERCIALIZADORA,"ENSTROGA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
GABAC01,GABA COMPRA,GABA COMERCIALIZADORA DE ELECTRICIDAD S.L.U.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GACC01,GEOATLANTER COMP ESP,GEOATLANTER,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GAIAC01,COMPRA GAIA,PLENA ENERGÍA RENOVABLE SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GALAC01,GALASUR,"IBERELECTRICA COMERCIALIZADORA, SL",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
GALPC01,GALP ENERGIA ESPAÑA,"GALP ENERGÍA ESPAÑA, S.A.U.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
GALPR01,GALPR01,"GALP ENERGÍA ESPAÑA, S.A.U.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compra Comercializador Balance
GALPWC2,GALP POWER PORTUGAL COMPRA,PETROGAL SA,100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador
GAMIC01,18W000000000PW8I,GAMBITOENERGY S.L.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GAOLC01,GAOLANIA,GAOLANIA SERVICIOS S.L,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
GASRM01,GAS NATURAL REP COMER,GAS NATURAL COMERCIALIZADORA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
GC21C01,GC2 COMERCIALIZADOR ESP,"GC2 PROYECTOS, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GDIVC01,GDIVC01_COMPRA PENINSULAR,"GASELEC DIVERSIFICACIÓN, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
GEGC01,GRUPO ENERGALICIA,XENERA COMPAÑIA ELECTRICA S.A.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
GEOAC01,UP COMPRA 1,"GEO ALTERNATIVA, SL",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GEOLC01,GEO LUZ Y GAS,GEO LUZ Y GAS SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GESIC01,COMPRA COMERCIALIZACIÓN,"GESTINER INGENIEROS, SL",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
GESLC01,GESL,"GERENCIA ENERGETICA,SL",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GESSC01,GEST UNIDAD OFERTA 1,GESTIONNA SOLUCIONES ENERGETICAS S.L.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
GESTC01,GESTERNOVA COMPRA (ESP),"GESTERNOVA, S.A",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GIROC01,COMPRAELECVEO,GIROA SA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GMEC01,COMPRA COMERCIALIZADORA,GARCIA-MUNTE ENERGIA SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GMTCP3,IMPORT FROM FR W/O CAP RIGHTS,GAZPROM MARKETING AND TRADING LTD,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Comercializador no residente
GMTVP3,EXP TO FRE W/O CAP RIGHTS,GAZPROM MARKETING AND TRADING LTD,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Import. de comercializadoras
GNCOCP3,GNCO DERECH COMPRA (FRANCIA),GAS NATURAL COMERCIALIZADORA,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Comercializador no residente
GNCOC01,GAS NATURAL COMERCIALIZADORA,GAS NATURAL COMERCIALIZADORA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GNCOC02,UNIDAD OFERTA PORTUGAL,GAS NATURAL COMERCIALIZADORA,100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Compras Comercialización
GNCOR01,GNCOR01,GAS NATURAL COMERCIALIZADORA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compra Comercializador Balance
GNCOVP3,GNCO DERECH VENTA (FRANCIA),GAS NATURAL COMERCIALIZADORA,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Import. de agentes externos
GNRACP3,EXPORTACION GNERA CON DERECHOS,GNERA ENERGIA Y TECNOLOGIA,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Comercializador
GNRAC01,U COMERCIALIZACION GENERICA,GNERA ENERGIA Y TECNOLOGIA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GNRAVP3,IMPORTACION GNERA CON DERECHOS,GNERA ENERGIA Y TECNOLOGIA,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Import. de comercializadoras
GNSEC01,GAS NATURAL SERV COMPRA (ESP),NATURGY IBERIA S.A. ,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GNSEC02,GNS COMPRA PORTUGAL,NATURGY IBERIA S.A. ,100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Compras Comercialización
GOENC01,GOENC01,"GODAY ENERGIA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GOIEC01,COMPRA COMERCIALIZADORA,GOIENER S.COOP,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
GOIRM01,REPRESENTACION MEGARA,GOIENER S.COOP,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
GOIRM02,REPRESENTACION SOLABRIA,GOIENER S.COOP,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
GOIRM03,REPRESENTACION NOSA,GOIENER S.COOP,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
GOIRM04,REPRESENTACION ECONACTIVA,GOIENER S.COOP,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
GOIRM05,REPRESENTACION LA CORRIENTE,GOIENER S.COOP,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
GOIRM07,REPRESENTACION ARAIA,GOIENER S.COOP,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
GOLDC02,GOLDE COMPRA PT,"GOLDENERGY COMERCIALIZADORA ENERGIA, S.A.",100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador
GREEC01,UNIDAD OFERTANTE GREEN,"GREENSUNRISE ENERGY, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GRTEC01,GRTEC01,GERENTA ENERGIA SLU,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GSETC01,UNIDAD COMERCIALIZADORA,"AVANZALIA ENERGÍA COMERCIALIZADORA, S.A.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GSLZC01,GSLZC01,"GASILUZ ECO ENERCÍA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
GSTCP3,GST BUYING UNIT,"ENGIE GLOBAL MARKETS, BELGIAN BRANCH",100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Comercializador no residente
GSTVP3,GST SELLING UNIT,"ENGIE GLOBAL MARKETS, BELGIAN BRANCH",100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Import. de agentes externos
GUISC01,GUIS COMPRA,"CORPORACIÓN ALIMENTARIA GUISSONA, S.A.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
GUNVCP3,GUNVCP3,GUNVOR INTERNATIONAL BV AMSTERDAM GENEVA BRANCH,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Comercializador no residente
GUNVVP3,GUNVVP3,GUNVOR INTERNATIONAL BV AMSTERDAM GENEVA BRANCH,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Import. de agentes externos
GURBC01,GURBC01,"GURBTEC ENERGIA, SL",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
G9TEC02,G9TELECOM_COMERCIALIZACAO,"G9, SA",100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador
HAFEC01,"HAFESA MOBILITY ELC, S.L.","HAFESA MOBILITY ELC, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
HAMPC01,18W000000000MEFX,"HAM POWER, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
HCGC01,HIDROCANTABRICO G. COMPRA(ESP),"EDP ESPAÑA, S.A.U. (COMERCIAL)",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
HCNSC01,HCNSE COMPRA,"HC-NATURGAS EMPRESA DE SERVICIOS ENERGETICOS, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
HECEC01,HEC ENERGIA COM.,"HIDROELÉCTRICA EL CARMEN ENERGÍA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
HELEC01,UNIDAD DE COMPRA HELIOELEC,HELIOELEC ENERGIA ELECTRICA Y GAS SOCIEDAD LIMITAD,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
HELIC01,OFERTA DE HELIOS,HELIOS ENERGÍA INTELIGENTE SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
HIDSC01,HIDSE COMERCIALIZADORA ESP,"HIDROBESORA SERVICIOS, S.L.U.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
HIKAC01,18W000000000M1B6,"HIKARI ENERGIA, S.L",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
HILTC01,18W000000000QSYB,"HILLTECH DIGITAL, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
HISPC01,HISPAELEC ENERGIA S.A.,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
HLYC01,HALLEY COM,"HALLEY ENERGY, SOCIEDAD LIMITADA",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
HOREC01,PRIMERA COMPRA,HORECA ENERGÍA S.L.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
HOUSC01,ENERGY HOUSE COMPRA ESPAÑA,"THE ENERGY HOUSE GROUP, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
